_fov | developmentonly,clientdll,defensive | Automates fov command to server.
citadel_wall_jump_stamina_cost | developmentonly,gamedll,clientdll,replicated,defensive | How much stamina is required, and costs, to perform a wall jump.
citadel_wall_ride_enabled | developmentonly,gamedll,clientdll,replicated,defensive | Obsolete (temporarily)?
citadel_wall_slide_terminal_velocity | gamedll,clientdll,replicated,cheat | While wall gripping, gravity will be cancelled out at this speed down the wall
citadel_weak_point_damage_scale | developmentonly,gamedll | 
citadel_weapon_damage_multiplier | gamedll,clientdll,replicated,cheat | Multiply the damage on guns
citadel_weapon_damage_multiplier_team_filter | gamedll,clientdll,replicated,cheat | Filter which team gets a multiplier on their gun damage. -1 = no filter (all teams get multiplier), 2 = amber, 3 = sapphire, etc
citadel_weapon_damage_reduction_for_melee | developmentonly,gamedll,clientdll,replicated,defensive | What percent do we want weapon damage reduced for melee damage?
citadel_weapon_normalize_recoil_with_firerate | gamedll,clientdll,replicated,cheat | Keep recoil constant even with fire rate changes.
citadel_weapon_spread_debug | developmentonly,clientdll,defensive | 
citadel_weapon_zoom_style | gamedll,clientdll,replicated,cheat | 0: Original Linear Interpolation. 1: Smooth Approach
citadel_world_bullet_impacts_for_npcs | developmentonly,gamedll,clientdll,replicated,defensive | Turns on bullet impacts and decals on world from troopers and neutrals shooting
citadel_zipline_allow_direction_choice | developmentonly,gamedll,clientdll,replicated,defensive | 0: Chose direction based solely on camera angle. 1: Chose direction at the moment of attachment, using the player's movement direction.
citadel_zipline_animgraph_cuvature_max | developmentonly,gamedll,clientdll,replicated,defensive | 
citadel_zipline_arrow_boost_brightness | developmentonly,clientdll | Changes the zipline arrow boost brightness
citadel_zipline_arrow_scale | developmentonly,clientdll | Changes the zipline arrow scale
citadel_zipline_arrow_scoll_speed | developmentonly,clientdll | Changes the zipline arrow scroll speed
citadel_zipline_attachment_debug | developmentonly,gamedll,clientdll,replicated,defensive | 
citadel_zipline_baselane_speed_mult | developmentonly,gamedll,clientdll,replicated | 
citadel_zipline_capture_trigger_max_thickness | developmentonly,gamedll,defensive | 
citadel_zipline_capture_trigger_min_thickness | developmentonly,gamedll,defensive | 
citadel_zipline_capture_trigger_width | developmentonly,gamedll,defensive | 
citadel_zipline_curve_sampling_size | developmentonly,gamedll,clientdll,replicated | 
citadel_zipline_debug_draw | developmentonly,clientdll | 
citadel_zipline_debug_draw_capture | developmentonly,gamedll | 
citadel_zipline_debug_draw_node_entity | developmentonly,clientdll | if non-zero, only draw zipline curves extending from this node.
citadel_zipline_debug_draw_segments | developmentonly,clientdll | 
citadel_zipline_movement_debug | developmentonly,gamedll,clientdll,replicated,defensive | 
citadel_zipline_nonbaselane_speed_mult | developmentonly,gamedll,clientdll,replicated | 
citadel_zipline_pendulum_damping | developmentonly,gamedll,clientdll,replicated,defensive | 
citadel_zipline_pendulum_debug | developmentonly,gamedll,clientdll,replicated,defensive | 
citadel_zipline_pendulum_force | developmentonly,gamedll,clientdll,replicated,defensive | 
citadel_zipline_pendulum_gravity | developmentonly,gamedll,clientdll,replicated,defensive | 
citadel_zipline_pendulum_length | developmentonly,gamedll,clientdll,replicated,defensive | 
citadel_zipline_pendulum_timescale | developmentonly,gamedll,clientdll,replicated,defensive | 
citadel_zipline_percent_override_blue | developmentonly,clientdll | Changes the percent distance of the blue lane
citadel_zipline_percent_override_green | developmentonly,clientdll | Changes the percent distance of the green lane
citadel_zipline_percent_override_purple | developmentonly,clientdll | Changes the percent distance of the purple lane
citadel_zipline_percent_override_yellow | developmentonly,clientdll | Changes the percent distance of the yellow lane
citadel_zipline_render_mode | developmentonly,clientdll | 0=Model, 1=Particle, 2=Model+Particle
citadel_zipline_show_enemy_boosting | gamedll,clientdll,replicated,cheat | 0 = no, 1 = yes, 2 = preview effect
citadel_zipline_show_lane_colors_for_spectators | developmentonly,clientdll | 
citadel_zipline_targeting_dot | developmentonly,gamedll,clientdll,replicated,defensive | 
citadel_zipline_velocity_debug | developmentonly,gamedll,clientdll,replicated,defensive | 
citadel_zipline_width | developmentonly,clientdll | Changes the zipline width
citadel_zoomed_in_minimap | developmentonly,clientdll | Test zoomed in minimap
citdael_targeting_aoe_desat_color | developmentonly,clientdll | The color of the desat area while targeting an AoE.
citdael_targeting_aoe_outline_color | developmentonly,clientdll | The color of the outline area while targeting an AoE.
citdael_targeting_aoe_sat_color | developmentonly,clientdll | The color of the sat area while targeting an AoE.
citdael_targeting_range_desat_color | developmentonly,clientdll | The color of the desat area while targeting with range or cone attack.
citdael_targeting_range_outline_color | developmentonly,clientdll | The color of the outline area while targeting with range or cone attack
citdael_targeting_range_sat_color | developmentonly,clientdll | The color of the sat area while targeting with range or cone attack
cl_ShowBoneSetupEnts | developmentonly,clientdll,defensive | Show which entities are having their bones setup each frame.
cl_ag2_record_entity_graph | developmentonly,clientdll | Automatically start AG2 recording when an entity with this name (wildcard) or id is created.
cl_aggregate_particles | reference | 
cl_anglespeedkey | developmentonly,clientdll,defensive | 
cl_animgraph_history_force_temporal_consistency | developmentonly,clientdll,defensive | 
cl_async_client_shatter | developmentonly,clientdll | spawn client glass shards asynchronously during demos or when remotely connected.
cl_async_restore_server_authoritative_state | developmentonly,clientdll | 
cl_async_usercmd_send | developmentonly | 
cl_async_usercmd_send_recvmargin_min | developmentonly,defensive | Min size of the recv margin queue when async usercmd send is disabled
cl_audio_debug_bullet_material | clientdll,cheat | Visualize bullet material info.
cl_audio_debug_pawn_surface_data | clientdll,cheat | Visualize pawn surface data.
cl_audio_display_soundstack_debug_base_3d | clientdll,cheat | Displays citadel_base_3d sound stack debug.
cl_audio_display_soundstack_debug_dialog | clientdll,cheat | Displays citadel_dialog sound stack debug.
cl_audio_draw_enclosure_debug | developmentonly,clientdll,replicated | Draws debug associated with amount interior vs exterior
cl_audio_log_citadel_audio_filter | developmentonly,clientdll,defensive | Logs sound event information for CCitadelAudioFilter.
cl_audio_log_participant_start_messages | clientdll,cheat | Prints when a participant sound message was sent.
cl_batch_entity_list_ops_during_latch | developmentonly,clientdll | Batch entity list adds / removes while latching interpolated variables to avoid mutex contention.
cl_bone_cache_optimization | developmentonly,clientdll | 
cl_boxmove | developmentonly,clientdll | run in a square, # represents how many usercommands to run before turning.
cl_boxmove_speed | developmentonly,clientdll | how fast to run (1 to use player max run speed).
cl_buffer_incoming_net_messages | release | 
cl_bullet_travel_debug_path | clientdll,cheat | Debug: visualization time for lazily calculated bullet paths (0 = disable)
cl_bullet_travel_debug_trace | clientdll,cheat | Debug: visualization time for active bullet traces (0 = disable)
cl_cache_sendtable | developmentonly,defensive | Cache sendtables
cl_cameraoverride_fade_in_amount | developmentonly,clientdll,defensive | 
cl_cameraoverride_shadow_depth_bias | developmentonly,clientdll,defensive | 
cl_cameraoverride_shadow_end | developmentonly,clientdll,defensive | 
cl_change_callback_limit | clientdll,release | change callback msec warning limit
cl_chat_active | developmentonly,clientdll,defensive | 
cl_citadel_ability_alt_cast_hold_time | clientdll | 
cl_citadel_ability_alt_cast_instant_cast_double_tap_timeout | clientdll | 
cl_citadel_ability_alt_cast_mode | clientdll | 
cl_citadel_ability_test_fail_all | developmentonly,clientdll,cheat | 
cl_citadel_bebop_beam_draw_points | clientdll,cheat | 
cl_citadel_camera_ops_debug | developmentonly,clientdll | 
cl_citadel_camera_sequences_debug | developmentonly,clientdll | 
cl_citadel_cancel_with_ability_key_enabled | clientdll | 
cl_citadel_debug_player_look_target | developmentonly,clientdll,replicated,defensive | Draw player look target data.  White is server, cyan is client.
cl_citadel_deployment_preview_debug_draw | developmentonly,clientdll | Enable debug draw for deployment preview.  Draws a sphere at the location for 0.1 seconds
cl_citadel_deployment_targeting_debug_draw | developmentonly,clientdll | Enable debug draw for deployment targeting.  Debug draw is a one show that persists for n seconds
cl_citadel_deployment_targeting_debug_log | developmentonly,clientdll | Enable debug log for deployment targeting
cl_citadel_hornet_blast_debug_physics | developmentonly,clientdll | 
cl_citadel_items_quickcast_mode | clientdll | 
cl_citadel_player_voting_poster_current_hero_id | gamedll,clientdll | Hero ID to spray
cl_citadel_quickcast_ability1 | clientdll | 
cl_citadel_quickcast_ability2 | clientdll | 
cl_citadel_quickcast_ability3 | clientdll | 
cl_citadel_quickcast_ability4 | clientdll | 
cl_citadel_wrecker_ultimate_debug_physics | developmentonly,clientdll | 
cl_citadel_zoom_is_toggle | clientdll | 
cl_clock_buffer_ticks | developmentonly | Clock sync will try to maintain an additional margin of N ticks.  This is intended to smooth over packet loss, and is a replacement for cl_interp_ratio / cl_interp.  This value is simply added to cl_clock_recvmargin_desired
cl_clock_buffer_ticks_spectator | developmentonly | Additional margin (in ticks) to apply when spectating.
cl_clock_correction | cheat | Enable/disable clock correction on the client.
cl_clock_recvmargin_adjust_limit_slowdown | developmentonly | Clock sync will not slow down time slower than N%
cl_clock_recvmargin_adjust_limit_speedup | developmentonly | Clock sync will not speed up time faster than N%
cl_clock_recvmargin_desired | developmentonly | Clock sync will try to maintain N ms margin between tick arrival and polling network.  The effective value is the sum of this and the time implied by cl_clock_buffer_ticks
cl_clock_recvmargin_spew_interval | release | 
cl_clock_recvmargin_timeconstant_slowdown | developmentonly | Clock sync will remove 63.2% of the error in N seconds
cl_clock_recvmargin_timeconstant_speedup | developmentonly | Clock sync will remove 63.2% of the error in N seconds
cl_clock_recvmargin_window | developmentonly | Clock sync will use past N seconds
cl_clockdbg | developmentonly,defensive | 
cl_clockdrift_max_ticks | hidden,release | Maximum number of ticks the clock is allowed to drift before the client snaps its clock to the server's.
cl_connectionretrytime_p2p | release | Number of seconds over which to spread retry attempts for P2P.
cl_cq_min_queue |  | Used by the client to inform the server of their desired queue length.  Derived from cl_tickpacket_recvmargin_desired and cl_tickpacket_desired_queuelength
cl_debug_build_recvmargin_min | developmentonly,defensive | Min size of the recv margin queue when in tools/debug mode
cl_debug_force_push_to_talk | developmentonly,clientdll,defensive | 
cl_debug_overlay_fullposition | developmentonly,clientdll,defensive | 
cl_debug_overlays_broadcast | release | Render debug overlays from server.
cl_debugviewangle | developmentonly,clientdll | Plots view angles yaw at various stages of the frame/tick in Tracy.
cl_demo_steadycam_blendframes | developmentonly,clientdll,defensive | blend over this many frames
cl_demo_steadycam_deflection | developmentonly,clientdll,defensive | if camera orientation changes this much update orientation
cl_demo_steadycam_enable | developmentonly,clientdll,defensive | Stabilize camera orientation/position during demo playback.  1 == remove roll, 2 == steadycam
cl_demo_steadycam_radius | developmentonly,clientdll,defensive | if camera moves this much from last anchor update anchor
cl_demo_view_offset_left | developmentonly,clientdll,defensive | View offset during demo playback (+/- 1.25 is a good default for human average left/right eye offset)
cl_demoviewoverride | developmentonly,clientdll,defensive | Override view during demo playback
cl_disable_ragdolls | clientdll,cheat | 
cl_disconnect_soundevent | developmentonly,defensive | This soundevent is called to stop the desired soundevents when the game is disconnected.
cl_disconnect_voice_fade | developmentonly,defensive | This is a fade of current voices that is called when the game is disconnected. -1.f for no fade on disconnect
cl_display_game_events | clientdll,cheat | 
cl_dormant_spew | developmentonly,clientdll,defensive | Spew state on when client entities become dormant or active.
cl_draw_simulating_entities | clientdll,cheat | 
cl_draw_simulating_entities_distance | developmentonly,clientdll,defensive | 
cl_drawhud | clientdll,cheat | Enable the rendering of the hud
cl_enable_eye_occlusion | developmentonly,clientdll,defensive | 
cl_ent_attachment_filter_substrings | clientdll,cheat | If an attachment's name has any of the given substrings in it, it will be displayed. Substrings can be delimited by the ',' or '|' character.
cl_ent_joint_axis_size | developmentonly,clientdll,defensive | 
cl_ent_joint_filter_substrings | clientdll,cheat | If a joint's name has any of the given substrings in it, it will be displayed. Substrings can be delimited by the ',' or '|' character.
cl_ent_joint_lines | clientdll,cheat | Draw a line between a rendered joint and its parent.
cl_ent_joint_names | clientdll,cheat | Draw the name of a rendered joint.
cl_ent_joint_only_ik_joints | developmentonly,clientdll,defensive | 
cl_ent_joint_use_bind_pose | developmentonly,clientdll,defensive | 
cl_ent_pivot_size | clientdll,cheat | 
cl_ent_show_contexts | clientdll,cheat | Show entity contexts in ent_text display
cl_ent_showonlyattachment | clientdll,cheat | 
cl_ent_showonlyhitbox | clientdll,cheat | 
cl_ent_skeleton_only_ik_joints | developmentonly,clientdll,defensive | 
cl_ent_text_flags_active | clientdll,cheat | 
cl_ent_text_no_name_really_i_mean_it | clientdll,cheat | 
cl_error_report_time | clientdll,release | Minimum time in seconds that must elapse before printing prediction error summary. 0 to disable.
cl_extrapolate | clientdll,cheat | Enable/disable extrapolation if interpolation history runs out.
cl_extrapolate_amount | clientdll,cheat | Set how many seconds the client will extrapolate entities for.
cl_eye_occlusion_debug | clientdll,cheat | 
cl_eye_sin_wave | developmentonly,clientdll,defensive | 
cl_eye_target_override | developmentonly,clientdll,defensive | 
cl_eye_yaw_multiplier | developmentonly,clientdll,defensive | 
cl_fasttempentcollision | developmentonly,clientdll,defensive | 
cl_flushentitypacket | cheat | For debugging. Force the engine to flush an entity packet.
cl_force_next_signon_to_reset | developmentonly | 
cl_frametime_summary_report_detailed | clientdll,release | When a perf report is dumped at the end of the session, should it be detailed?
cl_generate_postdataupdatepreserved | developmentonly | Do we invoke PostDataUpdatePreserved callbacks for entities that had no changes but are still in the PVS?
cl_globallight_debug | developmentonly,clientdll,defensive | 
cl_globallight_depth_bias | developmentonly,clientdll,defensive | 
cl_globallight_expansion | developmentonly,clientdll,defensive | 
cl_globallight_freeze | developmentonly,clientdll,defensive | 
cl_globallight_orig_calc_frustum | developmentonly,clientdll,defensive | 
cl_globallight_shadow_mode | developmentonly,clientdll,defensive | 
cl_globallight_slope_scale_depth_bias | developmentonly,clientdll,defensive | 
cl_globallight_use_alt_focus_region | developmentonly,clientdll,defensive | 
cl_globallight_use_optimized_calc_frustum | developmentonly,clientdll,defensive | 
cl_globallight_use_shaadow_near_offset | developmentonly,clientdll,defensive | 
cl_globallight_world_bottom_height | developmentonly,clientdll,defensive | 
cl_globallight_world_top_height | developmentonly,clientdll,defensive | 
cl_glow_brightness | clientdll,cheat | Brightness of player halos
cl_glow_item_far_b | clientdll,release | 
cl_glow_item_far_g | clientdll,release | 
cl_glow_item_far_r | clientdll,release | 
cl_graphics_driver_warning_ignore_timestamp | clientdll,release | 
cl_hitbox_debug | developmentonly,clientdll,defensive | 
cl_hold_game_events_force_delay_ticks | clientdll,cheat | Debugging convar to force late dispatch of game events.
cl_hold_game_events_until_server_tick | clientdll,cheat | Holds game events until client has received the tick the event was fired on.
cl_hud_telemetry_frametime_poor | clientdll,release | Frame time greater than this is considered 'poor'.
cl_hud_telemetry_frametime_show | clientdll,release | Show frame time (FPS) in the HUD.  0=never, 1=only if poor, 2=always
cl_hud_telemetry_net_detailed | clientdll,release | Show breakdown network misdelivery (loss, late delivery, and peak jitter).  0=never, 1=only in poor network conditions, 2=always
cl_hud_telemetry_net_misdelivery_poor | clientdll,release | Packet delivery anomaly rate (0..100) higher than this is considered 'poor'.
cl_hud_telemetry_net_misdelivery_show | clientdll,release | Show percentage of user commands & server snapshots that are missed due to network conditions.  0=never, 1=only in poor conditions, 2=always
cl_hud_telemetry_net_quality_graph_show | clientdll,release | Show packet jitter and netframe loss/reordering in the HUD.  0=never, 1=only in poor conditions, 2=always
cl_hud_telemetry_ping_poor | clientdll,release | Ping higher than this (ms) is considered 'poor'.
cl_hud_telemetry_ping_show | clientdll,release | Show ping in the HUD.  0=never, 1=only in poor conditions, 2=always
cl_hud_telemetry_serverrecvmargin_graph_show | clientdll,release | Show graph of the server recv margin in the HUD.  (How early/late user commands are arriving at the server before they are executed.)   0=never, 1=only when there are command queue problems, 2=always
cl_ignorepackets | cheat | Force client to ignore packets (for debugging).
cl_impacteffects | developmentonly,clientdll,defensive | 
cl_interp_ag2_for_non_ag2_entities | developmentonly,clientdll | 
cl_interp_all | developmentonly,clientdll,defensive | Disable interpolation list optimizations.
cl_interp_animationvars | developmentonly,clientdll,defensive | Interpolate LATCH_ANIMATION_BIT vars if interpolation interval is greater than simulation interval
cl_interp_hermite | clientdll,cheat | Set to zero do disable hermite interpolation.
cl_interp_npcs | developmentonly,clientdll,defensive | Interpolate NPC positions starting this many seconds in past (or the value as per cl_interp_ratio, if greater)
cl_interp_parallel | developmentonly,clientdll,defensive | Run interpolation in parallel for entities with no children.
cl_interp_ratio | clientdll | Sets the client simulation interpolation amount, in terms of server updates (final amount is cl_interp_ratio / cl_updaterate).
cl_interp_simulationvars | developmentonly,clientdll,defensive | Interpolate LATCH_SIMULATION_BIT vars if interpolation interval is greater than animation interval
cl_interp_threadmodeticks | developmentonly,clientdll,defensive | Additional interpolation ticks to use when interpolating with threaded engine mode set.
cl_interpolate | developmentonly,clientdll | Interpolate entities on the client.
cl_interpolate_report | clientdll | Enable to show interpolation profile timing 
cl_jitter_bad_threshold_up |  | When upstream packet jitter in a frame exceeds this threshold (ms), the frame is considered to have 'irregular delivery'.  This is a derived value and should not be modified manually
cl_lagcompensation | clientdll | Perform server side lag compensation of weapon firing events.
cl_language | developmentonly,defensive | Language
cl_latch_report | clientdll | Enable to output stats about latching
cl_leveloverview | clientdll,cheat | 
cl_lightquery_debug | clientdll,cheat | 
cl_lock_camera | clientdll,cheat | 
cl_log_tick | developmentonly,defensive | Log when a tick is received 
cl_log_tick_skips | developmentonly,defensive | Log when the tick delta >= this
cl_massreport | developmentonly,clientdll,defensive | 
cl_meep_mop_volume_trigger_max_count | clientdll,cheat | Number of triggers before meemop reaches full volume
cl_modifier_debug | developmentonly,clientdll | 
cl_modifier_parallel_gather_status_effect_updates | developmentonly,clientdll,replicated | 
cl_net_showeventlisteners | developmentonly,clientdll,defensive | Show listening addition/removals
cl_net_showevents | developmentonly,clientdll,defensive | Dump game events to console (1=client only, 2=all).
cl_network_quality2 | clientdll | 
cl_panel_freeze_time_after_press | developmentonly,clientdll,defensive | time to freeze mouse/pointer motion after a mouse button press
cl_parallel_readpacketentities | developmentonly,defensive | Set to 1 to use threading snapshot reading (if game supports and server is sending bitcounts).
cl_parallel_readpacketentities_threshold | developmentonly,defensive | Use parallel processing of snapshot reading if above this many entries.
cl_particle_batch_mode | reference | 
cl_particle_fallback_base | reference | 
cl_particle_fallback_multiplier | reference | 
cl_particle_max_count | reference | 
cl_particle_retire_cost | reference | 
cl_particle_sim_fallback_base_multiplier | reference | 
cl_particle_sim_fallback_threshold_ms | reference | 
cl_particle_simulate | reference | 
cl_pclass | clientdll,cheat | Dump entity by prediction classname.
cl_pdump | clientdll,cheat | Dump info about this entity to screen.
cl_phys_animated_hierarchy | developmentonly,clientdll,defensive | 
cl_phys_assume_fixed_tick_interval | developmentonly,clientdll | If true, we assume the client uses a fixed tickrate like the server (which may not always be true). If false, we recalculate the number of physics substeps in each client tick based on the actual elapsed time in the tick.
cl_phys_block_dist | developmentonly,clientdll,defensive | 
cl_phys_block_fraction | developmentonly,clientdll,defensive | 
cl_phys_debug_callback_entities | clientdll,cheat | Print all entities that get touch callbacks. Each entity is printed only once.
cl_phys_enabled | clientdll,cheat | Enable all physics simulation
cl_phys_networked_start_sleep | developmentonly,clientdll | 
cl_phys_sleep_enable | clientdll,cheat | Enable sleeping for dynamic physics bodies.
cl_phys_sound_disable_impact_sounds_under_hard_threshold | clientdll,cheat | if true, impact sounds wont play if no soft impact sound is present and the impact is below the hard velocity threshold.
cl_phys_stop_at_collision | clientdll,cheat | 
cl_phys_timescale | developmentonly,clientdll,defensive | Scale time for physics
cl_phys_visualize_awake | developmentonly,clientdll,defensive | 
cl_pitchdown | clientdll,cheat | 
cl_pitchspeed | developmentonly,clientdll,defensive | 
cl_pitchup | clientdll,cheat | 
cl_playback_screenshots | developmentonly,defensive | Allows the client to playback screenshot and jpeg commands in demos.
cl_poll_network_early | release | Enable polling for network messages every frame, instead of every tick
cl_pred_always_latch | clientdll,release | 
cl_pred_build_verbose | developmentonly,clientdll,defensive | Verbose spew when building prediction optimized data runs.
cl_pred_optimize | developmentonly,clientdll,defensive | Optimize for not repredicting if there were no errors
cl_pred_parallel_postnetwork | developmentonly,clientdll,defensive | 
cl_pred_print_every_cmd | clientdll,release | Print something every time we predict a command
cl_predict | clientdll,cheat | Perform client side prediction.
cl_prediction_savedata_postentitypacketreceived | clientdll,release | Experimental optimization.  If you are reading this in 2026, please delete this convar.
cl_predictioncopy_runs | developmentonly,clientdll,defensive | 
cl_ragdoll_default_scale | developmentonly,clientdll | 
cl_ragdoll_limit | clientdll | Maximum number of ragdolls to show (-1 disables limit)
cl_ragdoll_lru_debug | clientdll,replicated,cheat | 
cl_ragdoll_reload | developmentonly,clientdll,defensive | 
cl_resend | release | Delay in seconds before the client will resend the 'connect' attempt
cl_retire_low_priority_lights | developmentonly,clientdll,defensive | Low priority dlights are replaced by high priority ones
cl_sceneentity_debug | developmentonly,clientdll,defensive | Display all thinking scene entities and its data.
cl_screenmessage_notifytime | developmentonly,clientdll,defensive | How long to display screen message text
cl_script_attach_debugger_at_startup | developmentonly,clientdll,defensive | 
cl_script_break_in_native_debugger_on_error | developmentonly,clientdll,defensive | 
cl_sendtable_cache_filename | developmentonly,defensive | Send tables cache file
cl_sequence_debug | developmentonly,clientdll,defensive | 
cl_sequence_debug2 | developmentonly,clientdll,defensive | 
cl_sequence_model_substring | developmentonly,clientdll,defensive | 
cl_show_splashes | developmentonly,clientdll | 
cl_showdemooverlay | developmentonly,defensive | How often to flash demo recording/playback overlay (0 - disable overlay, -1 - show always)
cl_showerror | clientdll,release | Show prediction errors, 2 for above plus detailed field deltas, 3 to filter out serverside known prediction errors, -entindex for specific entity.
cl_showfps | clientdll,release | Draw fps meter at top of screen (1 = fps, 2 = smooth fps, 3 = server MS, 4 = Show FPS and Log to file )
cl_showframenumber | clientdll,release | Show current framenumber
cl_showlagcompensation | developmentonly,clientdll,defensive | Draw hitboxes of entities we are shooting at to compare against lag compensated server entities
cl_showmem | clientdll,release | Draw approximate memory use at top of screen
cl_showpos | clientdll,cheat,release | Draw current position at top of screen
cl_showtextmsg | developmentonly,clientdll,defensive | Enable/disable text messages printing on the screen.
cl_showtick | clientdll,release | Show current tick/time values.  Bitmask:  1='render time'  2='GameTime'   4=time of predicted entities  8=offset of predicted entities    (-1 means 'everything')
cl_showusercmd | developmentonly,clientdll,defensive | Show user command encoding
cl_simulate_dormant_entities | developmentonly,clientdll,defensive | 
cl_skel_constraints_enable | reference | 
cl_skeleton_instance_smear_boneflags | clientdll,cheat | Smear boneflags across the model.  Costs computation, but tests to make sure your bone flags are consistent.
cl_skip_hierarchy_update_for_unchanged_entities | developmentonly,gamedll,clientdll,replicated | Skip updating hierarchy information in PostDataUpdate for entities that have not changed
cl_skip_update_animations | developmentonly,clientdll | Enable to skip game animations
cl_smooth | developmentonly,clientdll,defensive | Smooth view/eye origin after prediction errors
cl_smooth_draw_debug | clientdll,cheat | 
cl_smooth_root_catchup_factor | clientdll,cheat | 
cl_smooth_root_max_accel | clientdll,cheat | 
cl_smooth_root_origin_coeff | clientdll,cheat | 
cl_smooth_root_timehorizon | clientdll,cheat | 
cl_smooth_root_velocity_coeff | clientdll,cheat | 
cl_smooth_targetspeed | clientdll,release | 
cl_smoothtime | developmentonly,clientdll,defensive | Smooth client's view after prediction error over this many seconds
cl_snd_new_visualize | clientdll,cheat | Displays soundevent name played at it's 3d position
cl_spawngroup_log | developmentonly | Dump the contents of the next spawngroup manifest to file.
cl_spawngroup_spewresources | developmentonly | Spew all manifest add/updates.
cl_tickpacket_desired_queuelength |  | This value, multiplied by the tick interval, is added to cl_tickpacket_recvmargin_desired to obtain the effective desired recv margin.
cl_tickpacket_recvmargin_adjust_limit | developmentonly | Recvmargin-based usercommand pacing will not speed up or slow down command pacing by more than N% compared to realtime
cl_tickpacket_recvmargin_desired | developmentonly | Recvmargin-based usercommand pacing will try to maintain N ms margin between user command arriving at the server and the server needing that user command.  See also cl_tickpacket_desired_queuelength.
cl_tickpacket_recvmargin_minsamples | developmentonly | Recvmargin-based usercommand pacing will not take action unless we have N samples
cl_tickpacket_recvmargin_spew_interval | release | 
cl_tickpacket_recvmargin_timeconstant | developmentonly | Recvmargin-based usercommand pacing will remove 63.2% of the error in N seconds
cl_tickpacket_recvmargin_window | developmentonly | Recvmargin-based usercommand pacing will use past N seconds
cl_ticks_net_print_threshold | release | Print a message if network issues cause problems with server snapshots of user commands not being available when needed, if the percentage (0...100) exceeds this value.  A value of 0 will cause the message to always print each time it is calculated
cl_ticks_warning_level | release | Print a message about problems with ticks and interpolation.  0=never, 1=warnings, 2=all, even if hidden by interpolation
cl_timeout |  | After this many seconds without receiving a packet from the server, the client will disconnect itself
cl_tracer_whiz_distance | developmentonly,clientdll,defensive | 
cl_tracer_whiz_infront_distance | developmentonly,clientdll,defensive | 
cl_trueview_show_status | clientdll,release | 0=Never; 1=Only if there is a problem; 2=always
cl_updaterate | clientdll | Number of packets per second of updates you are requesting from the server
cl_usercmd_dbg | developmentonly | show usercmd payload sizing info for packets with more than this many usercmds
cl_usercmd_max_per_movemsg | release | max number of CUserCmds to send in one client move message
cl_usercmd_showsize | developmentonly | 
cl_usesocketsforloopback | developmentonly,defensive | When connecting to local listen server (for example, using the 'map' command), default to loopback=false, which connects to '127.0.0.1' instead of 'loopback'.  This uses the network stack so that fake lag/loss can be simulated.
cl_viewtarget_clamp | developmentonly,clientdll,defensive | 
cl_voice_transmit_lobby | clientdll,release | 
cl_voiceenabled | developmentonly,clientdll,defensive | 
cl_vsnd_morph_override_ease_enabled | developmentonly,clientdll,defensive | Controls whether the compiled in vsnd morph data ease in/out values are used or values set from the convars (cl_vsnd_morph_override_ease_in, cl_vsnd_morph_override_ease_out) are used
cl_vsnd_morph_override_ease_in | developmentonly,clientdll,defensive | If cl_enable_vsnd_morph_override_ease_enabled is true, ease into vsnd morph driven animation over the specified number of seconds.
cl_vsnd_morph_override_ease_out | developmentonly,clientdll,defensive | If cl_enable_vsnd_morph_override_ease_enabled is true, ease out of vsnd morph driven animation over the specified number of seconds.
cl_yawspeed | developmentonly,clientdll,defensive | 
clear_debug_flags_on_death | developmentonly,gamedll,defensive | 
client_metrics_upload_batch_seconds | developmentonly,clientdll,defensive | 
clientport | release | If non-zero, client binds port to specific address.  Usually you should leave this blank to use a different random system-assigned port for each connection.
closecaption | clientdll | Enable close captioning.
cloth_debug_draw | developmentonly,clientdll | 
cloth_iv_dump | developmentonly,clientdll,defensive | 
cloth_iv_store_back | developmentonly,clientdll,replicated,defensive | 
cloth_sim_on_tick | developmentonly,clientdll | 
cloth_update | developmentonly,clientdll | 
cojob_lock_hold_warning_threshold_ms | developmentonly,gamedll,clientdll,replicated,defensive | How long in milliseconds before we warn about lock hold duration
cojob_max_no_yield_time_us | developmentonly,gamedll,clientdll,replicated,defensive | Will spew if a job takes longer than the specified number of microseconds
collect_asserts_for_gc | developmentonly,gamedll,clientdll,replicated | Whether or not asserts should be collected for sending to the GC
commentary | gamedll | Desired commentary mode state.
commentary_available | developmentonly,gamedll,defensive | Automatically set by the game when a commentary file is available for the current map.
commentary_node_use_viewfacing | developmentonly,clientdll,defensive | 
compositematerial_showdebugwindow | developmentonly,clientdll,replicated,cheat,menubar_item | Source2/Composite Material Debug
con_enable | per_user | Allows the console to be activated.
con_logfile_suffix | developmentonly,defensive | Suffix to append to the console log, may be changed to reopen the log
convars_echo_toggle_changes | developmentonly,defensive | Echo to the console changes caused by toggling.
cpu_level | developmentonly,clientdll,defensive | CPU Level - Default: High
cq_buffer_bloat_msecs_max | replicated,release | Server will not allow the client to buffer up more than N ms of commands.
cq_debug | developmentonly,gamedll,replicated,defensive | Verbose command queue logging.
cq_dilation_percentage | developmentonly,gamedll,clientdll,replicated,defensive | When speeding up slowing down, this is how much
cq_enable | developmentonly,gamedll,clientdll,replicated,defensive | Run one usercmd per server tick and maintain a buffer.  Client speeds up/slows down it's usercmd tick rate to maintain server command queue buffering.
